id,timestamp,id_planta,id_maquina,id_formula,codigo_producto,variable,tipo_alerta,valor_crudo,valor_suavizado,limite_violado,limite_min,limite_max,porcentaje_carga,prescripcion_ia,feedback_operario,timestamp_feedback
213,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
214,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
215,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
216,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
217,2026-03-09T02:38:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,14.461,11.9968,8.0,8.0,25.0,40.2,,,
218,2026-03-09T04:34:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.354,5.8463,8.0,8.0,25.0,101.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
219,2026-03-07T08:35:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,80.284,70.0886,70.0,70.0,270.0,90.7,,,
220,2026-03-07T10:26:04.006491,002,304,3346,YA2,temp_acond,TEMPERATURA_BAJA,63.977,68.9892,70.0,70.0,270.0,105.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
221,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
222,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
223,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
224,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
225,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
226,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
227,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
228,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
229,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
230,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
231,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
232,2026-03-07T05:05:04.006491,002,304,3346,YA2,temp_acond,TEMPERATURA_BAJA,66.655,69.442,70.0,70.0,270.0,170.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
233,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
234,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
235,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
236,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
237,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
238,2026-03-08T19:20:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,24.01,58.3362,45.0,15.0,45.0,69.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
239,2026-03-08T19:22:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,23.399,40.5182,45.0,15.0,45.0,77.9,,,
240,2026-03-09T20:00:04.006491,002,304,3352,YB2,temp_acond,TEMPERATURA_BAJA,60.248,68.0182,70.0,70.0,270.0,121.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
241,2026-03-09T20:03:04.006491,002,304,3352,YB2,temp_acond,RETORNO_NORMAL_TEMPERATURA,78.87,70.6939,70.0,70.0,270.0,161.9,,,
242,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
243,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
244,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
245,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
246,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
247,2026-03-09T06:52:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,59.633,67.9204,70.0,70.0,270.0,82.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
248,2026-03-09T07:23:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.23,70.0114,70.0,70.0,270.0,102.3,,,
249,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
250,2026-03-09T13:19:03.870585,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
251,2026-03-09T13:19:03.870585,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
252,2026-03-09T13:25:20.005675,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
253,2026-03-09T13:25:20.005675,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
254,2026-03-09T13:29:57.015578,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
255,2026-03-09T13:29:57.015578,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
256,2026-03-09T13:39:06.748696,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
257,2026-03-09T13:39:06.748696,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
258,2026-03-09T14:35:40.666467,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
259,2026-03-09T14:35:40.666467,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
260,2026-03-09T14:47:05.204867,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
261,2026-03-09T14:47:05.204867,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
262,2026-03-09T14:58:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
263,2026-03-09T14:58:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
264,2026-03-09T14:59:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.787,8.0,8.0,25.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
265,2026-03-09T14:59:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.937,52.7053,80.0,80.0,280.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
266,2026-03-09T15:00:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.8038,8.0,8.0,25.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
267,2026-03-09T15:00:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.284,52.8789,80.0,80.0,280.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
268,2026-03-09T15:01:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7916,8.0,8.0,25.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
269,2026-03-09T15:01:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.604,53.0964,80.0,80.0,280.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
270,2026-03-09T15:02:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.807,8.0,8.0,25.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
271,2026-03-09T15:02:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.894,53.3357,80.0,80.0,280.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
272,2026-03-09T15:03:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7938,8.0,8.0,25.0,63.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
273,2026-03-09T15:03:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.152,53.5806,80.0,80.0,280.0,63.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
274,2026-03-09T15:04:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7846,8.0,8.0,25.0,63.9,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
275,2026-03-09T15:04:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.426,53.8342,80.0,80.0,280.0,63.9,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
276,2026-03-09T15:05:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7781,8.0,8.0,25.0,62.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
277,2026-03-09T15:05:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.678,54.0874,80.0,80.0,280.0,62.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
278,2026-03-09T15:06:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7736,8.0,8.0,25.0,64.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
279,2026-03-09T15:06:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.911,54.3344,80.0,80.0,280.0,64.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
280,2026-03-09T15:07:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7704,8.0,8.0,25.0,66.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
281,2026-03-09T15:07:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.093,54.562,80.0,80.0,280.0,66.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
282,2026-03-09T15:08:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.7922,8.0,8.0,25.0,68.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
283,2026-03-09T15:08:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.26,54.7714,80.0,80.0,280.0,68.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
284,2026-03-09T15:09:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.8074,8.0,8.0,25.0,68.4,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
285,2026-03-09T15:09:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.397,54.9591,80.0,80.0,280.0,68.4,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
286,2026-03-09T15:10:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.931,6.8445,8.0,8.0,25.0,68.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
287,2026-03-09T15:10:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.516,55.1262,80.0,80.0,280.0,68.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
288,2026-03-09T15:11:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.354,6.3973,8.0,8.0,25.0,62.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
289,2026-03-09T15:11:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.624,55.2755,80.0,80.0,280.0,62.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
290,2026-03-09T15:12:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,6.0339,8.0,8.0,25.0,57.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
291,2026-03-09T15:12:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.722,55.4095,80.0,80.0,280.0,57.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
292,2026-03-10T07:08:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
293,2026-03-10T07:08:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
294,2026-03-10T07:09:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.787,8.0,8.0,25.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
295,2026-03-10T07:09:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.937,52.7053,80.0,80.0,280.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
296,2026-03-10T07:10:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.8038,8.0,8.0,25.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
297,2026-03-10T07:10:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.284,52.8789,80.0,80.0,280.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
298,2026-03-10T07:11:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7916,8.0,8.0,25.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
299,2026-03-10T07:11:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.604,53.0964,80.0,80.0,280.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
300,2026-03-10T07:12:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.807,8.0,8.0,25.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
301,2026-03-10T07:12:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.894,53.3357,80.0,80.0,280.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
